expense_id,expense_date,expense_category,department,amount
E11252,2026-07-11,Logistics,Operations,26016.2
E11253,2025-04-16,Infrastructure,Technology,12928.29
E11254,2026-07-24,Infrastructure,Technology,119336.49
E11255,2025-05-28,Salaries,HR,42124.1
E11256,2025-05-04,Logistics,Operations,115945.01
E11257,2025-07-20,Logistics,Operations,139397.55
E11258,2025-11-14,Technology,Technology,96641.22
E11259,2025-03-27,Salaries,HR,55431.0
E11260,2026-07-03,Infrastructure,Technology,103107.69
E11261,2025-08-23,Technology,Technology,135216.68
E11262,2025-12-21,Technology,Technology,36851.37
E11263,2025-03-23,Technology,Technology,16142.39
E11264,2025-10-08,Technology,Technology,136619.6
E11265,2025-05-17,Customer Support,Support,95752.36
E11266,2026-06-08,Technology,Technology,24131.29
E11267,2025-08-09,Logistics,Operations,3934.13
E11268,2026-05-13,Operations,Operations,110190.73
E11269,2025-01-01,Logistics,Operations,19416.36
E11270,2025-06-23,Operations,Operations,100937.17
E11271,2026-04-23,Marketing,Marketing,57499.52
E11272,2025-01-05,Infrastructure,Technology,126983.12
E11273,2026-07-10,Operations,Operations,14732.09
E11274,2025-09-05,Marketing,Marketing,44964.12
E11275,2026-06-06,Infrastructure,Technology,82263.72
E11276,2025-10-21,Salaries,HR,35237.5
E11277,2026-03-31,Infrastructure,Technology,74839.32
E11278,2026-07-07,Logistics,Operations,89277.05
E11279,2025-09-11,Infrastructure,Technology,111708.09
E11280,2026-05-18,Operations,Operations,26787.57
E11281,2025-03-11,Customer Support,Support,32363.05
E11282,2025-08-11,Operations,Operations,131794.36
E11283,2026-01-14,Customer Support,Support,44875.91
E11284,2025-07-20,Salaries,HR,57817.43
E11285,2026-05-19,Technology,Technology,71210.03
E11286,2026-07-08,Marketing,Marketing,76016.66
E11287,2025-12-29,Operations,Operations,85722.46
E11288,2026-02-03,Marketing,Marketing,143869.78
E11289,2026-07-13,Logistics,Operations,79327.25
E11290,2026-04-07,Operations,Operations,113180.27
E11291,2025-01-27,Customer Support,Support,56143.82
E11292,2026-01-17,Technology,Technology,9833.2
E11293,2025-09-01,Marketing,Marketing,5599.05
E11294,2026-05-11,Operations,Operations,6650.36
E11295,2025-10-14,Customer Support,Support,118914.78
E11296,2025-06-19,Marketing,Marketing,127368.64
E11297,2025-12-10,Infrastructure,Technology,131588.16
E11298,2025-10-26,Operations,Operations,38170.78
E11299,2025-01-08,Operations,Operations,82536.82
E11300,2025-09-28,Salaries,HR,79817.62
E11301,2026-03-20,Infrastructure,Technology,96235.85
E11302,2026-06-17,Salaries,HR,6748.13
E11303,2025-03-30,Logistics,Operations,23942.89
E11304,2025-04-26,Technology,Technology,46195.76
E11305,2025-03-23,Technology,Technology,49104.47
E11306,2025-02-28,Operations,Operations,41167.79
E11307,2026-01-26,Salaries,HR,54338.69
E11308,2025-01-10,Customer Support,Support,30879.17
E11309,2025-04-03,Customer Support,Support,149834.42
E11310,2025-06-09,Infrastructure,Technology,29122.53
E11311,2026-07-02,Customer Support,Support,120342.24
E11312,2025-01-12,Salaries,HR,139442.88
E11313,2026-02-11,Logistics,Operations,97428.84
E11314,2025-10-30,Infrastructure,Technology,48777.53
E11315,2026-05-08,Operations,Operations,21506.47
E11316,2026-02-05,Logistics,Operations,12147.08
E11317,2025-01-25,Technology,Technology,131421.29
E11318,2025-06-14,Marketing,Marketing,145508.97
E11319,2025-09-29,Logistics,Operations,30491.21
E11320,2026-04-28,Marketing,Marketing,83071.47
E11321,2025-06-13,Customer Support,Support,144617.56
E11322,2025-02-03,Logistics,Operations,144025.42
E11323,2025-05-15,Technology,Technology,38329.92
E11324,2026-05-16,Salaries,HR,114461.28
E11325,2026-02-03,Infrastructure,Technology,67656.27
E11326,2026-03-07,Salaries,HR,124416.92
E11327,2025-03-18,Salaries,HR,118230.39
E11328,2025-06-29,Salaries,HR,129818.96
E11329,2026-07-04,Technology,Technology,47204.45
E11330,2025-06-20,Operations,Operations,37276.28
E11331,2025-02-25,Marketing,Marketing,76874.47
E11332,2025-04-11,Marketing,Marketing,100840.74
E11333,2025-05-06,Operations,Operations,15757.28
E11334,2026-06-17,Logistics,Operations,24973.06
E11335,2026-07-11,Customer Support,Support,139109.67
E11336,2025-09-04,Marketing,Marketing,88916.08
E11337,2025-06-04,Salaries,HR,130680.94
E11338,2026-08-04,Marketing,Marketing,133101.81
E11339,2025-10-08,Marketing,Marketing,49009.94
E11340,2025-09-30,Logistics,Operations,84131.06
E11341,2025-06-07,Operations,Operations,65843.52
E11342,2025-07-31,Salaries,HR,19659.31
E11343,2025-01-13,Salaries,HR,93569.33
E11344,2025-02-21,Customer Support,Support,38143.56
E11345,2026-07-20,Salaries,HR,102461.53
E11346,2026-03-08,Infrastructure,Technology,142618.54
E11347,2026-06-07,Logistics,Operations,132087.74
E11348,2025-10-28,Infrastructure,Technology,137946.98
E11349,2026-06-17,Salaries,HR,118301.48
E11350,2025-11-23,Technology,Technology,54298.18
E11351,2025-02-25,Infrastructure,Technology,21316.2
E11352,2025-03-23,Customer Support,Support,80026.32
E11353,2025-10-15,Salaries,HR,57274.72
E11354,2026-01-19,Marketing,Marketing,75646.55
E11355,2026-04-19,Logistics,Operations,98100.59
E11356,2025-10-16,Logistics,Operations,53907.41
E11357,2025-09-01,Technology,Technology,81903.76
E11358,2026-02-02,Marketing,Marketing,75563.12
E11359,2025-10-25,Infrastructure,Technology,140534.59
E11360,2025-02-17,Salaries,HR,9191.18
E11361,2025-01-06,Logistics,Operations,52429.02
E11362,2026-01-01,Customer Support,Support,15170.79
E11363,2025-07-22,Salaries,HR,73897.78
E11364,2025-06-01,Infrastructure,Technology,40235.66
E11365,2026-04-12,Salaries,HR,65741.48
E11366,2025-10-05,Operations,Operations,20381.5
E11367,2025-09-27,Marketing,Marketing,137377.0
E11368,2026-02-28,Logistics,Operations,20512.13
E11369,2026-06-06,Marketing,Marketing,122966.93
E11370,2026-03-03,Salaries,HR,125125.14
E11371,2026-06-26,Logistics,Operations,58632.74
E11372,2025-03-11,Infrastructure,Technology,108445.61
E11373,2025-08-23,Infrastructure,Technology,49128.8
E11374,2025-07-01,Salaries,HR,43731.23
E11375,2025-10-31,Infrastructure,Technology,48562.82
E11376,2026-02-26,Salaries,HR,27851.44
E11377,2026-03-23,Technology,Technology,81857.56
E11378,2025-08-23,Infrastructure,Technology,70424.02
E11379,2025-05-28,Operations,Operations,125784.13
E11380,2026-03-18,Marketing,Marketing,23020.77
E11381,2026-08-04,Technology,Technology,8911.48
E11382,2025-01-05,Logistics,Operations,79293.11
E11383,2025-08-27,Customer Support,Support,116659.94
E11384,2026-06-28,Customer Support,Support,91300.49
E11385,2026-01-11,Customer Support,Support,141220.86
E11386,2025-08-24,Infrastructure,Technology,91151.01
E11387,2025-07-26,Operations,Operations,135527.29
E11388,2025-06-19,Technology,Technology,90395.18
E11389,2025-06-19,Customer Support,Support,138790.3
E11390,2025-11-29,Customer Support,Support,6010.17
E11391,2026-05-14,Operations,Operations,77394.93
E11392,2025-11-19,Salaries,HR,49027.07
E11393,2025-03-31,Technology,Technology,25087.86
E11394,2025-05-10,Technology,Technology,50184.1
E11395,2025-05-19,Operations,Operations,139109.9
E11396,2026-07-10,Customer Support,Support,15123.48
E11397,2026-02-10,Logistics,Operations,136400.61
E11398,2025-01-18,Logistics,Operations,52678.69
E11399,2026-02-09,Logistics,Operations,10561.99
E11400,2026-06-23,Logistics,Operations,65809.63
E11401,2025-11-23,Infrastructure,Technology,54146.36
E11402,2026-06-02,Salaries,HR,92513.68
E11403,2026-02-06,Technology,Technology,60231.43
E11404,2026-06-30,Salaries,HR,39640.68
E11405,2025-05-30,Salaries,HR,93493.13
E11406,2025-12-29,Salaries,HR,146184.44
E11407,2026-04-27,Operations,Operations,5529.61
E11408,2025-07-14,Marketing,Marketing,32574.48
E11409,2025-03-05,Customer Support,Support,94379.64
E11410,2025-09-20,Operations,Operations,10357.87
E11411,2026-06-17,Operations,Operations,17021.14
E11412,2026-07-12,Logistics,Operations,34160.74
E11413,2025-01-03,Technology,Technology,127278.93
E11414,2026-06-27,Marketing,Marketing,107042.47
E11415,2025-04-14,Infrastructure,Technology,63885.02
E11416,2025-07-14,Customer Support,Support,125864.28
E11417,2025-07-11,Technology,Technology,137935.53
E11418,2026-06-10,Customer Support,Support,142655.91
E11419,2026-02-23,Marketing,Marketing,135225.84
E11420,2026-03-04,Technology,Technology,8291.24
E11421,2025-11-02,Customer Support,Support,110289.83
E11422,2026-08-06,Salaries,HR,34211.78
E11423,2025-08-13,Marketing,Marketing,72803.76
E11424,2025-12-16,Customer Support,Support,65598.28
E11425,2025-08-03,Logistics,Operations,10242.45
E11426,2025-03-11,Technology,Technology,32723.7
E11427,2025-11-13,Operations,Operations,137333.77
E11428,2025-08-08,Operations,Operations,78360.76
E11429,2025-09-16,Marketing,Marketing,77283.48
E11430,2026-07-21,Infrastructure,Technology,125834.77
E11431,2026-06-02,Technology,Technology,125979.26
E11432,2025-08-16,Customer Support,Support,92455.95
E11433,2025-01-09,Infrastructure,Technology,136819.88
E11434,2025-09-11,Infrastructure,Technology,51855.39
E11435,2025-08-26,Infrastructure,Technology,73467.27
E11436,2025-10-21,Logistics,Operations,133177.72
E11437,2025-07-18,Customer Support,Support,143248.0
E11438,2026-07-22,Salaries,HR,25596.63
E11439,2026-05-21,Infrastructure,Technology,42410.75
E11440,2025-11-03,Customer Support,Support,119660.27
E11441,2025-04-29,Marketing,Marketing,68115.93
E11442,2025-04-14,Infrastructure,Technology,122047.48
E11443,2026-06-01,Operations,Operations,63070.94
E11444,2025-03-28,Customer Support,Support,46446.07
E11445,2026-07-01,Operations,Operations,74632.52
E11446,2026-04-02,Salaries,HR,69120.43
E11447,2025-09-09,Marketing,Marketing,38646.52
E11448,2025-10-19,Salaries,HR,121417.98
E11449,2025-10-29,Customer Support,Support,104581.23
E11450,2026-04-08,Logistics,Operations,91326.88
E11451,2025-06-02,Infrastructure,Technology,8837.67
E11452,2025-02-05,Marketing,Marketing,70950.65
E11453,2025-06-01,Infrastructure,Technology,112076.1
E11454,2025-10-30,Technology,Technology,53403.49
E11455,2025-10-18,Technology,Technology,46258.52
E11456,2025-09-09,Infrastructure,Technology,97208.23
E11457,2025-06-27,Logistics,Operations,66347.46
E11458,2026-07-21,Salaries,HR,108431.93
E11459,2026-07-01,Customer Support,Support,80877.2
E11460,2025-11-02,Logistics,Operations,91381.37
E11461,2026-02-15,Customer Support,Support,39791.51
E11462,2025-02-14,Customer Support,Support,34813.1
E11463,2026-07-31,Technology,Technology,85567.59
E11464,2025-05-22,Salaries,HR,85504.18
E11465,2025-03-11,Logistics,Operations,7510.61
E11466,2026-05-02,Customer Support,Support,93784.61
E11467,2025-10-07,Technology,Technology,9991.75
E11468,2025-08-24,Customer Support,Support,14366.49
E11469,2025-05-29,Marketing,Marketing,63291.94
E11470,2025-08-26,Customer Support,Support,11904.78
E11471,2026-07-06,Logistics,Operations,81711.04
E11472,2025-10-12,Marketing,Marketing,138076.23
E11473,2025-12-14,Operations,Operations,20143.06
E11474,2026-08-05,Operations,Operations,23972.52
E11475,2026-01-16,Salaries,HR,47640.14
E11476,2026-02-22,Infrastructure,Technology,81700.14
E11477,2025-07-12,Operations,Operations,63454.74
E11478,2026-04-17,Marketing,Marketing,77314.14
E11479,2026-04-17,Salaries,HR,6267.66
E11480,2025-03-25,Operations,Operations,132332.64
E11481,2025-07-02,Customer Support,Support,119560.05
E11482,2026-05-25,Operations,Operations,46014.36
E11483,2025-12-14,Marketing,Marketing,143457.41
E11484,2026-05-31,Operations,Operations,102207.49
E11485,2025-05-30,Marketing,Marketing,98631.51
E11486,2025-09-26,Customer Support,Support,75396.83
E11487,2025-02-16,Technology,Technology,102646.76
E11488,2025-12-18,Marketing,Marketing,73590.43
E11489,2025-01-11,Salaries,HR,148257.69
E11490,2025-12-17,Customer Support,Support,25970.65
E11491,2025-11-22,Operations,Operations,83958.17
E11492,2025-11-12,Operations,Operations,105751.63
E11493,2026-05-07,Logistics,Operations,87680.11
E11494,2025-04-11,Customer Support,Support,131859.13
E11495,2025-11-08,Infrastructure,Technology,33965.75
E11496,2026-05-23,Technology,Technology,146784.29
E11497,2026-01-17,Operations,Operations,120040.25
E11498,2026-06-27,Operations,Operations,17535.04
E11499,2025-09-08,Salaries,HR,105175.73
E11500,2025-06-29,Customer Support,Support,18731.79
E11501,2025-07-15,Infrastructure,Technology,127079.83
E11502,2025-08-02,Infrastructure,Technology,105764.83
E11503,2025-08-07,Technology,Technology,65899.09
E11504,2026-07-30,Infrastructure,Technology,144258.89
E11505,2025-06-07,Marketing,Marketing,146909.55
E11506,2025-01-02,Logistics,Operations,142110.68
E11507,2026-04-24,Logistics,Operations,18893.56
E11508,2025-03-31,Technology,Technology,87646.67
E11509,2025-08-30,Operations,Operations,133255.2
E11510,2025-07-04,Salaries,HR,40212.52
E11511,2026-05-17,Technology,Technology,95227.17
E11512,2025-08-22,Logistics,Operations,74557.4
E11513,2025-04-19,Customer Support,Support,37604.93
E11514,2026-03-30,Marketing,Marketing,86659.77
E11515,2025-03-18,Marketing,Marketing,11056.89
E11516,2025-02-05,Salaries,HR,113303.14
E11517,2026-07-28,Salaries,HR,28239.44
E11518,2026-01-25,Marketing,Marketing,32551.0
E11519,2025-08-17,Operations,Operations,127596.01
E11520,2025-04-18,Customer Support,Support,43125.96
E11521,2025-09-09,Logistics,Operations,17318.83
E11522,2025-01-17,Customer Support,Support,145961.27
E11523,2025-11-01,Technology,Technology,54728.35
E11524,2025-10-07,Infrastructure,Technology,114473.23
E11525,2025-03-07,Customer Support,Support,92715.86
E11526,2025-01-01,Marketing,Marketing,117984.54
E11527,2025-10-12,Technology,Technology,76379.92
E11528,2025-10-08,Logistics,Operations,128557.86
E11529,2025-07-03,Marketing,Marketing,121970.34
E11530,2025-02-27,Marketing,Marketing,19891.65
E11531,2025-06-04,Infrastructure,Technology,130186.09
E11532,2026-02-11,Customer Support,Support,9644.3
E11533,2025-12-09,Salaries,HR,96270.91
E11534,2026-05-16,Salaries,HR,144865.82
E11535,2025-09-05,Customer Support,Support,27411.07
E11536,2025-04-10,Marketing,Marketing,36122.14
E11537,2025-03-10,Logistics,Operations,41920.72
E11538,2025-08-15,Technology,Technology,140722.12
E11539,2025-02-03,Logistics,Operations,16740.04
E11540,2026-07-17,Infrastructure,Technology,10864.28
E11541,2025-11-06,Salaries,HR,141858.44
E11542,2026-03-14,Logistics,Operations,67579.85
E11543,2025-05-15,Salaries,HR,116562.54
E11544,2025-01-23,Customer Support,Support,98486.38
E11545,2025-04-22,Salaries,HR,45318.85
E11546,2026-03-21,Salaries,HR,38165.65
E11547,2025-04-19,Infrastructure,Technology,131769.84
E11548,2025-08-11,Operations,Operations,130892.24
E11549,2026-04-17,Infrastructure,Technology,19202.09
E11550,2026-02-25,Technology,Technology,11425.56
E11551,2025-04-06,Infrastructure,Technology,105604.07
E11552,2025-08-17,Marketing,Marketing,57909.12
E11553,2025-02-21,Customer Support,Support,16074.05
E11554,2026-05-03,Operations,Operations,108325.94
E11555,2026-01-14,Marketing,Marketing,73626.86
E11556,2025-01-04,Customer Support,Support,60761.69
E11557,2025-10-26,Infrastructure,Technology,15315.08
E11558,2025-12-07,Customer Support,Support,138875.95
E11559,2025-07-11,Logistics,Operations,83591.64
E11560,2026-02-19,Salaries,HR,146597.93
E11561,2025-09-30,Infrastructure,Technology,127091.31
E11562,2025-06-23,Logistics,Operations,121894.3
E11563,2026-02-28,Salaries,HR,139415.61
E11564,2026-03-13,Marketing,Marketing,63977.84
E11565,2026-03-04,Logistics,Operations,103984.79
E11566,2025-12-13,Technology,Technology,41185.8
E11567,2025-10-10,Logistics,Operations,149251.57
E11568,2025-11-28,Marketing,Marketing,19754.24
E11569,2025-08-11,Technology,Technology,2893.8
E11570,2025-10-23,Technology,Technology,33614.56
E11571,2026-01-18,Operations,Operations,6031.77
E11572,2026-03-15,Marketing,Marketing,43941.56
E11573,2026-01-23,Operations,Operations,98002.24
E11574,2025-03-03,Logistics,Operations,11651.54
E11575,2026-06-11,Marketing,Marketing,61554.91
E11576,2025-08-31,Marketing,Marketing,47286.61
E11577,2025-10-22,Infrastructure,Technology,102452.57
E11578,2025-03-07,Technology,Technology,108155.67
E11579,2025-05-06,Customer Support,Support,12616.17
E11580,2026-02-27,Marketing,Marketing,135565.85
E11581,2026-07-01,Customer Support,Support,84141.86
E11582,2025-08-26,Marketing,Marketing,93965.2
E11583,2025-01-10,Logistics,Operations,71872.94
E11584,2025-04-14,Technology,Technology,117490.6
E11585,2026-03-08,Marketing,Marketing,106308.2
E11586,2026-07-06,Salaries,HR,53367.59
E11587,2026-03-09,Customer Support,Support,110196.93
E11588,2026-01-28,Infrastructure,Technology,9381.7
E11589,2026-08-02,Logistics,Operations,16838.11
E11590,2025-02-21,Infrastructure,Technology,87548.51
E11591,2025-04-03,Logistics,Operations,8245.05
E11592,2025-05-07,Infrastructure,Technology,71735.96
E11593,2025-09-02,Logistics,Operations,137626.9
E11594,2025-10-15,Marketing,Marketing,125883.65
E11595,2026-03-10,Salaries,HR,71980.62
E11596,2026-03-21,Logistics,Operations,90935.53
E11597,2025-03-19,Salaries,HR,69050.77
E11598,2025-08-29,Technology,Technology,42641.37
E11599,2025-09-15,Infrastructure,Technology,4790.91
E11600,2025-02-02,Operations,Operations,75795.58
E11601,2025-02-06,Infrastructure,Technology,23737.66
E11602,2025-09-28,Operations,Operations,133810.58
E11603,2025-07-30,Logistics,Operations,145558.86
E11604,2026-01-03,Logistics,Operations,56681.55
E11605,2025-04-13,Operations,Operations,113087.9
E11606,2025-01-18,Salaries,HR,59449.2
E11607,2025-10-28,Logistics,Operations,50498.57
E11608,2025-07-07,Infrastructure,Technology,55573.35
E11609,2026-06-24,Logistics,Operations,75210.64
E11610,2025-12-01,Technology,Technology,26483.62
E11611,2025-07-21,Technology,Technology,113327.75
E11612,2025-02-09,Logistics,Operations,60620.93
E11613,2026-07-23,Customer Support,Support,135372.7
E11614,2025-11-14,Operations,Operations,20817.4
E11615,2025-11-18,Marketing,Marketing,96947.72
E11616,2025-08-26,Infrastructure,Technology,50771.25
E11617,2025-02-20,Salaries,HR,85301.34
E11618,2025-09-09,Marketing,Marketing,148679.72
E11619,2025-08-02,Logistics,Operations,8353.52
E11620,2025-09-22,Logistics,Operations,36297.69
E11621,2025-11-10,Marketing,Marketing,25723.01
E11622,2025-04-17,Logistics,Operations,103274.68
E11623,2025-01-07,Infrastructure,Technology,139653.4
E11624,2026-06-15,Salaries,HR,18666.8
E11625,2026-03-04,Operations,Operations,74199.06
E11626,2025-02-14,Salaries,HR,69058.76
E11627,2026-02-06,Customer Support,Support,75524.3
E11628,2025-01-06,Operations,Operations,49769.28
E11629,2025-01-10,Operations,Operations,72923.99
E11630,2026-02-22,Salaries,HR,101922.22
E11631,2025-11-02,Customer Support,Support,59439.43
E11632,2025-12-11,Operations,Operations,83985.48
E11633,2025-07-14,Marketing,Marketing,62844.97
E11634,2025-07-18,Operations,Operations,106353.29
E11635,2026-05-09,Customer Support,Support,113546.46
E11636,2026-02-09,Technology,Technology,133753.09
E11637,2025-07-12,Operations,Operations,148957.66
E11638,2025-03-11,Operations,Operations,141479.81
E11639,2025-01-04,Infrastructure,Technology,23194.71
E11640,2026-07-23,Operations,Operations,74213.07
E11641,2025-08-15,Salaries,HR,106379.24
E11642,2026-04-05,Marketing,Marketing,61072.19
E11643,2025-07-17,Marketing,Marketing,12118.39
E11644,2025-08-17,Customer Support,Support,86958.14
E11645,2025-08-24,Customer Support,Support,121356.2
E11646,2025-11-22,Salaries,HR,68199.54
E11647,2026-04-01,Technology,Technology,41418.32
E11648,2025-01-23,Salaries,HR,148008.45
E11649,2025-10-26,Customer Support,Support,18579.89
E11650,2026-05-13,Customer Support,Support,125688.08
E11651,2025-06-16,Logistics,Operations,96375.39
E11652,2025-07-12,Technology,Technology,28166.22
E11653,2025-05-24,Technology,Technology,66639.89
E11654,2026-02-04,Operations,Operations,90584.12
E11655,2025-02-15,Logistics,Operations,69400.07
E11656,2026-07-30,Technology,Technology,57028.89
E11657,2025-02-19,Technology,Technology,43039.1
E11658,2025-08-03,Infrastructure,Technology,75798.72
E11659,2026-06-03,Salaries,HR,41290.42
E11660,2025-09-12,Technology,Technology,8308.97
E11661,2026-01-28,Operations,Operations,112862.01
E11662,2025-04-30,Operations,Operations,119535.51
E11663,2025-02-28,Technology,Technology,36727.27
E11664,2026-02-17,Customer Support,Support,110618.18
E11665,2025-06-24,Customer Support,Support,107408.56
E11666,2026-02-09,Marketing,Marketing,105530.86
E11667,2025-10-04,Technology,Technology,47840.0
E11668,2025-08-04,Operations,Operations,100349.27
E11669,2026-06-12,Technology,Technology,109321.27
E11670,2026-04-01,Salaries,HR,141377.16
E11671,2025-08-16,Salaries,HR,117473.29
E11672,2025-11-22,Logistics,Operations,113118.19
E11673,2025-08-06,Technology,Technology,117619.05
E11674,2026-07-17,Technology,Technology,17364.31
E11675,2025-01-31,Infrastructure,Technology,90166.79
E11676,2026-01-09,Salaries,HR,140458.0
E11677,2025-10-04,Salaries,HR,52929.81
E11678,2025-01-05,Technology,Technology,4922.56
E11679,2025-03-17,Logistics,Operations,113546.7
E11680,2026-01-29,Operations,Operations,131789.7
E11681,2026-04-28,Technology,Technology,96196.75
E11682,2025-03-06,Salaries,HR,43123.77
E11683,2025-06-19,Marketing,Marketing,104350.78
E11684,2025-07-23,Operations,Operations,116429.54
E11685,2025-10-20,Infrastructure,Technology,51999.96
E11686,2025-08-08,Customer Support,Support,47242.66
E11687,2026-01-16,Infrastructure,Technology,134428.95
E11688,2025-07-21,Logistics,Operations,19937.47
E11689,2025-08-08,Logistics,Operations,118260.99
E11690,2025-04-30,Salaries,HR,5582.26
E11691,2026-02-13,Infrastructure,Technology,56871.85
E11692,2026-05-06,Operations,Operations,107987.34
E11693,2026-01-14,Marketing,Marketing,30630.55
E11694,2026-03-10,Logistics,Operations,39147.42
E11695,2025-06-18,Marketing,Marketing,28050.89
E11696,2025-08-06,Operations,Operations,4911.01
E11697,2026-04-23,Marketing,Marketing,106136.23
E11698,2025-02-21,Marketing,Marketing,117880.2
E11699,2025-04-28,Customer Support,Support,8429.82
E11700,2025-05-13,Infrastructure,Technology,108010.65
E11701,2025-05-28,Logistics,Operations,58559.16
E11702,2025-12-30,Salaries,HR,17952.56
E11703,2025-03-14,Technology,Technology,87299.85
E11704,2025-01-07,Marketing,Marketing,30020.91
E11705,2026-07-29,Technology,Technology,38574.08
E11706,2026-02-01,Customer Support,Support,144975.09
E11707,2025-06-07,Technology,Technology,67251.99
E11708,2026-01-12,Customer Support,Support,12997.71
E11709,2025-09-15,Infrastructure,Technology,125555.72
E11710,2025-03-09,Logistics,Operations,52942.4
E11711,2026-04-12,Customer Support,Support,61606.06
E11712,2025-11-15,Infrastructure,Technology,137893.66
E11713,2026-03-29,Technology,Technology,111670.74
E11714,2026-03-02,Salaries,HR,118556.42
E11715,2026-06-23,Salaries,HR,78975.34
E11716,2025-02-13,Salaries,HR,83462.17
E11717,2026-07-29,Technology,Technology,24730.9
E11718,2025-07-07,Logistics,Operations,67886.3
E11719,2026-02-21,Marketing,Marketing,57858.04
E11720,2025-04-02,Logistics,Operations,2690.7
E11721,2026-05-11,Infrastructure,Technology,131638.45
E11722,2025-07-14,Marketing,Marketing,38868.15
E11723,2026-03-02,Operations,Operations,100157.9
E11724,2026-06-17,Technology,Technology,95014.31
E11725,2025-07-14,Salaries,HR,69856.77
E11726,2025-08-16,Operations,Operations,63009.84
E11727,2025-09-17,Logistics,Operations,76551.45
E11728,2025-10-14,Operations,Operations,68328.61
E11729,2025-06-04,Salaries,HR,91296.49
E11730,2026-07-03,Logistics,Operations,79820.72
E11731,2025-02-28,Customer Support,Support,128054.89
E11732,2026-02-10,Infrastructure,Technology,33922.66
E11733,2026-04-09,Logistics,Operations,51026.3
E11734,2025-11-21,Customer Support,Support,68299.56
E11735,2025-01-09,Customer Support,Support,13865.99
E11736,2025-11-03,Logistics,Operations,12717.2
E11737,2026-06-26,Logistics,Operations,137791.76
E11738,2025-11-27,Salaries,HR,45513.08
E11739,2026-04-08,Marketing,Marketing,131154.0
E11740,2025-02-14,Logistics,Operations,56491.05
E11741,2025-11-04,Operations,Operations,134928.43
E11742,2026-02-08,Infrastructure,Technology,80626.27
E11743,2025-12-07,Technology,Technology,12190.4
E11744,2026-07-01,Logistics,Operations,79157.99
E11745,2025-10-16,Marketing,Marketing,4567.2
E11746,2025-01-18,Salaries,HR,138870.36
E11747,2025-04-22,Infrastructure,Technology,15743.85
E11748,2025-03-23,Operations,Operations,49039.2
E11749,2025-08-28,Logistics,Operations,24020.13
E11750,2026-06-08,Infrastructure,Technology,14361.05
E11751,2025-12-16,Marketing,Marketing,113779.06
E11752,2026-04-19,Technology,Technology,93455.21
E11753,2025-10-05,Salaries,HR,138743.45
E11754,2026-08-01,Salaries,HR,58819.61
E11755,2026-01-25,Customer Support,Support,43788.92
E11756,2026-05-28,Marketing,Marketing,91643.94
E11757,2026-05-16,Infrastructure,Technology,123799.59
E11758,2025-03-09,Logistics,Operations,40709.11
E11759,2025-05-18,Customer Support,Support,12348.02
E11760,2026-07-23,Technology,Technology,145958.18
E11761,2026-05-13,Infrastructure,Technology,24403.67
E11762,2025-08-19,Salaries,HR,50467.92
E11763,2026-04-15,Operations,Operations,97809.56
E11764,2025-10-14,Operations,Operations,82220.47
E11765,2026-08-07,Operations,Operations,136365.26
E11766,2026-03-10,Logistics,Operations,93303.16
E11767,2025-10-16,Infrastructure,Technology,58716.75
E11768,2025-10-25,Operations,Operations,74820.68
E11769,2025-04-14,Salaries,HR,135131.37
E11770,2025-04-30,Marketing,Marketing,125927.54
E11771,2025-06-15,Salaries,HR,78946.94
E11772,2025-01-07,Technology,Technology,31900.57
E11773,2026-06-04,Logistics,Operations,27786.6
E11774,2025-10-30,Marketing,Marketing,63106.87
E11775,2026-05-06,Marketing,Marketing,105420.46
E11776,2025-08-01,Infrastructure,Technology,22552.82
E11777,2025-09-20,Marketing,Marketing,5946.33
E11778,2025-08-12,Operations,Operations,137405.12
E11779,2025-03-11,Operations,Operations,144476.34
E11780,2025-01-09,Marketing,Marketing,121019.22
E11781,2026-04-05,Marketing,Marketing,66620.09
E11782,2026-02-13,Customer Support,Support,8351.78
E11783,2026-05-27,Logistics,Operations,83624.01
E11784,2025-06-28,Operations,Operations,99870.56
E11785,2025-05-30,Technology,Technology,107151.24
E11786,2025-01-05,Infrastructure,Technology,7306.42
E11787,2026-07-14,Customer Support,Support,39816.15
E11788,2026-06-22,Operations,Operations,113893.45
E11789,2026-05-26,Infrastructure,Technology,96062.28
E11790,2025-03-18,Salaries,HR,44192.62
E11791,2026-04-08,Salaries,HR,59683.2
E11792,2025-02-16,Technology,Technology,120975.08
E11793,2025-12-16,Logistics,Operations,86526.3
E11794,2025-05-21,Salaries,HR,5767.0
E11795,2026-05-29,Salaries,HR,68145.37
E11796,2025-07-20,Infrastructure,Technology,58518.15
E11797,2026-06-15,Salaries,HR,16784.75
E11798,2026-06-17,Technology,Technology,20856.75
E11799,2026-07-21,Salaries,HR,80142.01
E11800,2025-01-09,Infrastructure,Technology,132062.02
E11801,2025-05-11,Operations,Operations,139350.49
E11802,2025-06-10,Technology,Technology,69087.78
E11803,2025-06-22,Technology,Technology,95569.47
E11804,2026-07-21,Salaries,HR,126834.82
E11805,2026-07-22,Salaries,HR,24823.45
E11806,2026-07-04,Logistics,Operations,44137.78
E11807,2025-07-27,Customer Support,Support,40705.55
E11808,2025-12-02,Marketing,Marketing,89954.03
E11809,2025-06-12,Technology,Technology,112444.3
E11810,2026-01-22,Operations,Operations,86480.36
