return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount
R11690,O106499,C105660,P1245,2026-07-02,Changed Mind,4786.2
R11691,O127825,C107818,P1045,2025-02-16,Quality Issue,3503.79
R11692,O132676,C102504,P1296,2026-01-18,Late Delivery,4675.26
R11693,O158617,C102856,P1148,2025-05-29,Quality Issue,4263.93
R11694,O110587,C101362,P1351,2025-06-01,Damaged Product,5466.0
R11695,O108868,C102101,P1476,2025-05-31,Quality Issue,1519.12
R11696,O109696,C103920,P1393,2025-01-24,Late Delivery,2270.6
R11697,O126091,C104425,P1249,2025-09-19,Late Delivery,3881.24
R11698,O155722,C109942,P1238,2026-07-03,Changed Mind,297.75
R11699,O125819,C108166,P1440,2025-08-30,Wrong Product,2779.02
R11700,O128671,C103944,P1375,2026-04-09,Late Delivery,9065.67
R11701,O153731,C107222,P1124,2025-04-19,Quality Issue,12662.38
R11702,O118138,C100132,P1286,2026-01-01,Changed Mind,12495.27
R11703,O116510,C108148,P1340,2026-02-21,Quality Issue,10700.13
R11704,O123425,C105605,P1003,2025-08-02,Wrong Product,6702.95
R11705,O131717,C100278,P1006,2025-10-16,Late Delivery,5808.3
R11706,O153766,C105783,P1027,2025-10-04,Late Delivery,5807.69
R11707,O127499,C102819,P1211,2026-06-09,Quality Issue,16453.53
R11708,O127612,C109214,P1442,2025-06-20,Damaged Product,11402.43
R11709,O118919,C101018,P1331,2025-02-08,Quality Issue,4308.44
R11710,O107861,C102608,P1050,2025-12-16,Wrong Product,9113.84
R11711,O114413,C103639,P1256,2025-02-18,Late Delivery,6162.52
R11712,O107374,C103614,P1360,2025-02-04,Quality Issue,10460.49
R11713,O131509,C107076,P1401,2025-01-25,Damaged Product,2148.95
R11714,O149291,C102449,P1349,2026-04-15,Quality Issue,5705.7
R11715,O104732,C109402,P1393,2025-07-01,Late Delivery,1335.65
R11716,O106837,C105483,P1158,2025-09-04,Damaged Product,2637.02
R11717,O138503,C100532,P1460,2025-08-31,Late Delivery,4789.66
R11718,O101743,C101210,P1412,2025-12-25,Wrong Product,5643.19
R11719,O155110,C105583,P1148,2025-03-15,Damaged Product,15049.17
R11720,O104286,C101755,P1314,2026-03-08,Changed Mind,6374.47
R11721,O127449,C103098,P1458,2026-04-03,Wrong Product,3144.97
R11722,O110683,C107112,P1051,2026-06-30,Damaged Product,2053.14
R11723,O112908,C100142,P1075,2025-03-27,Wrong Product,7307.98
R11724,O106924,C109096,P1353,2025-09-30,Late Delivery,5775.16
R11725,O106804,C106083,P1194,2025-03-06,Changed Mind,2063.46
R11726,O103275,C101367,P1394,2025-03-20,Late Delivery,9404.86
R11727,O133832,C103962,P1001,2025-05-03,Changed Mind,9181.88
R11728,O140556,C105546,P1342,2025-06-10,Quality Issue,3998.7
R11729,O146545,C109604,P1096,2026-08-22,Quality Issue,13956.89
R11730,O138428,C101420,P1240,2025-07-05,Changed Mind,10885.94
R11731,O120962,C106351,P1323,2025-07-25,Wrong Product,10200.4
R11732,O108426,C107449,P1465,2026-06-28,Quality Issue,9255.18
R11733,O157789,C102997,P1161,2025-11-30,Late Delivery,13532.48
R11734,O138811,C105748,P1089,2025-06-25,Wrong Product,874.5
R11735,O137216,C102339,P1264,2025-08-13,Quality Issue,18180.91
R11736,O115607,C100982,P1140,2025-05-01,Wrong Product,18734.33
R11737,O151034,C100743,P1341,2026-03-09,Quality Issue,6112.99
R11738,O105385,C101459,P1331,2026-08-10,Wrong Product,2046.51
R11739,O134671,C104641,P1386,2025-12-19,Changed Mind,6437.97
R11740,O140701,C102262,P1430,2026-01-30,Late Delivery,5183.79
R11741,O157460,C103529,P1007,2026-07-25,Late Delivery,4887.51
R11742,O156789,C101533,P1150,2026-07-08,Changed Mind,10087.97
R11743,O128073,C105819,P1169,2025-10-12,Changed Mind,9871.36
R11744,O123095,C109772,P1475,2026-08-03,Wrong Product,3239.26
R11745,O130059,C102362,P1025,2025-08-18,Late Delivery,5860.42
R11746,O143191,C106774,P1142,2026-03-21,Late Delivery,8331.66
R11747,O145598,C103673,P1089,2025-05-21,Quality Issue,1049.4
R11748,O106903,C102758,P1010,2025-10-24,Wrong Product,1839.28
R11749,O142968,C109151,P1456,2025-09-20,Wrong Product,16881.03
R11750,O135973,C105662,P1085,2025-05-31,Late Delivery,2479.24
R11751,O144976,C105937,P1018,2025-02-24,Damaged Product,7056.09
R11752,O154709,C104048,P1253,2026-03-11,Quality Issue,349.67
R11753,O148572,C104743,P1237,2025-02-22,Changed Mind,7835.75
R11754,O119433,C101861,P1337,2026-05-16,Wrong Product,3606.59
R11755,O100415,C101933,P1228,2026-05-20,Wrong Product,5102.79
R11756,O107674,C109648,P1346,2025-05-21,Changed Mind,1215.21
R11757,O105450,C108707,P1011,2025-01-24,Damaged Product,4919.72
R11758,O119726,C109175,P1162,2026-06-18,Damaged Product,4855.83
R11759,O106215,C103122,P1408,2025-12-14,Late Delivery,27122.96
R11760,O111353,C108791,P1318,2026-06-07,Changed Mind,19969.23
R11761,O124611,C108217,P1427,2026-04-05,Damaged Product,12985.21
R11762,O158078,C105070,P1063,2025-08-23,Late Delivery,10823.87
R11763,O138998,C107840,P1150,2026-06-28,Changed Mind,11979.46
R11764,O152842,C106490,P1060,2025-12-18,Changed Mind,11574.99
R11765,O101559,C108733,P1401,2026-06-07,Damaged Product,1193.86
R11766,O125953,C106404,P1236,2026-05-16,Changed Mind,6251.18
R11767,O133388,C103393,P1098,2026-08-22,Wrong Product,12372.0
R11768,O101714,C101657,P1464,2026-06-17,Changed Mind,2000.82
R11769,O122600,C107561,P1372,2026-05-21,Late Delivery,9562.13
R11770,O144125,C109457,P1202,2026-07-06,Late Delivery,1103.15
R11771,O122434,C103751,P1235,2026-02-25,Quality Issue,16337.23
R11772,O120521,C106166,P1398,2025-10-18,Quality Issue,9418.74
R11773,O102423,C108928,P1465,2025-04-27,Changed Mind,12989.72
R11774,O127192,C106328,P1037,2025-10-02,Changed Mind,17050.23
R11775,O150607,C101124,P1281,2026-05-29,Changed Mind,2580.69
R11776,O101948,C100814,P1130,2025-10-31,Wrong Product,20646.8
R11777,O147563,C102739,P1441,2025-09-20,Changed Mind,5251.41
R11778,O131928,C101062,P1420,2025-11-03,Wrong Product,6693.54
R11779,O111001,C108487,P1439,2025-09-15,Quality Issue,5557.04
R11780,O109359,C106861,P1227,2025-07-16,Changed Mind,7886.85
R11781,O139847,C103242,P1442,2025-07-11,Quality Issue,3800.81
R11782,O103727,C100764,P1357,2025-06-22,Late Delivery,8723.37
R11783,O143641,C105674,P1334,2025-10-14,Damaged Product,4614.6
R11784,O156018,C102222,P1458,2026-07-03,Damaged Product,13241.96
R11785,O114325,C109117,P1220,2026-03-03,Quality Issue,8486.56
R11786,O127340,C104600,P1150,2026-07-24,Wrong Product,8406.64
R11787,O148851,C105973,P1338,2025-07-10,Damaged Product,26331.48
R11788,O128608,C109411,P1443,2026-05-06,Changed Mind,12878.94
R11789,O129968,C100338,P1114,2026-06-15,Changed Mind,2731.38
R11790,O146800,C100487,P1196,2026-03-30,Quality Issue,20978.82
R11791,O134228,C102797,P1486,2026-06-30,Quality Issue,17190.93
R11792,O117227,C101398,P1478,2025-02-28,Changed Mind,26131.12
R11793,O107817,C107080,P1274,2026-04-22,Damaged Product,1661.11
R11794,O129878,C105113,P1010,2026-07-18,Quality Issue,2758.91
R11795,O137126,C103337,P1099,2026-07-02,Late Delivery,15898.09
R11796,O137258,C107941,P1158,2026-02-22,Damaged Product,2783.52
R11797,O140697,C104647,P1050,2026-03-24,Late Delivery,17316.3
R11798,O106638,C105822,P1091,2026-07-29,Damaged Product,4919.94
R11799,O125373,C108999,P1409,2026-02-24,Late Delivery,4966.57
R11800,O153093,C102851,P1495,2026-03-05,Changed Mind,895.58
R11801,O109597,C108150,P1460,2025-07-21,Late Delivery,21287.36
R11802,O158210,C102484,P1330,2025-12-05,Damaged Product,8183.38
R11803,O158258,C102853,P1398,2025-04-20,Wrong Product,2982.6
R11804,O127838,C109907,P1158,2025-08-30,Late Delivery,5860.04
R11805,O158767,C107427,P1400,2025-02-23,Wrong Product,11972.5
R11806,O139509,C100668,P1010,2026-01-30,Damaged Product,871.24
R11807,O121872,C108496,P1220,2025-06-01,Wrong Product,6286.34
R11808,O125637,C109526,P1136,2026-01-25,Changed Mind,945.62
R11809,O106273,C109337,P1401,2026-05-14,Changed Mind,1193.86
R11810,O119550,C109798,P1286,2025-02-21,Quality Issue,3123.82
R11811,O109016,C106524,P1280,2025-02-07,Late Delivery,19285.74
R11812,O149891,C100940,P1429,2026-01-25,Quality Issue,3278.59
R11813,O114741,C105862,P1059,2025-12-03,Changed Mind,14896.74
R11814,O106781,C101465,P1383,2026-03-13,Wrong Product,9714.04
R11815,O146128,C103399,P1004,2026-02-21,Damaged Product,13444.87
R11816,O150402,C105058,P1206,2026-01-12,Changed Mind,4553.28
R11817,O115392,C103966,P1175,2025-01-04,Late Delivery,4114.14
R11818,O114570,C106034,P1270,2025-11-08,Damaged Product,20865.52
R11819,O151216,C101307,P1114,2025-09-26,Late Delivery,3072.81
R11820,O109558,C100501,P1214,2026-04-21,Wrong Product,6686.4
R11821,O108614,C104149,P1041,2025-08-17,Wrong Product,7790.06
R11822,O118426,C104605,P1446,2025-11-03,Damaged Product,10086.52
R11823,O149277,C107114,P1078,2026-02-09,Changed Mind,20919.36
R11824,O132907,C106707,P1313,2026-08-16,Late Delivery,15350.57
R11825,O103293,C106442,P1050,2025-04-29,Changed Mind,17316.3
R11826,O125333,C109465,P1165,2025-06-13,Wrong Product,1907.14
R11827,O147817,C100080,P1066,2025-04-08,Changed Mind,1821.96
R11828,O140355,C105384,P1447,2026-07-22,Changed Mind,5372.3
R11829,O150552,C105119,P1296,2026-05-27,Changed Mind,9350.51
R11830,O142573,C105987,P1446,2025-08-18,Wrong Product,4763.08
R11831,O151082,C108186,P1394,2025-10-21,Changed Mind,13323.55
R11832,O156734,C106157,P1330,2025-12-29,Wrong Product,5758.67
R11833,O112725,C108972,P1249,2025-01-11,Quality Issue,3268.42
R11834,O101703,C106010,P1441,2026-03-14,Wrong Product,7001.88
R11835,O113313,C104718,P1061,2026-05-31,Quality Issue,8349.91
R11836,O128042,C109670,P1247,2025-10-07,Late Delivery,7605.47
R11837,O124105,C100677,P1282,2025-01-31,Wrong Product,2043.49
R11838,O109793,C109775,P1108,2025-10-31,Wrong Product,3079.86
R11839,O103844,C109466,P1366,2025-12-11,Quality Issue,1742.18
R11840,O135246,C108478,P1374,2025-12-07,Changed Mind,5803.05
R11841,O107741,C105870,P1124,2025-06-09,Damaged Product,24058.52
R11842,O144749,C107671,P1258,2026-02-16,Changed Mind,1703.73
R11843,O109559,C102674,P1110,2026-02-19,Late Delivery,2129.91
R11844,O131090,C104599,P1386,2026-07-31,Wrong Product,3433.58
R11845,O147440,C109701,P1454,2025-05-18,Damaged Product,11865.73
R11846,O137281,C102539,P1180,2025-06-01,Damaged Product,3649.97
R11847,O103868,C108440,P1399,2025-06-25,Quality Issue,10722.22
R11848,O109037,C105813,P1135,2025-05-02,Late Delivery,8361.12
R11849,O134898,C101444,P1342,2025-08-16,Wrong Product,4220.85
R11850,O126344,C104900,P1256,2026-05-15,Changed Mind,6162.52
R11851,O138761,C104672,P1186,2026-07-22,Quality Issue,6885.79
R11852,O108321,C104683,P1151,2025-11-25,Late Delivery,1793.81
R11853,O156927,C105023,P1489,2025-04-06,Changed Mind,4728.25
R11854,O151529,C100539,P1056,2025-07-19,Wrong Product,7191.92
R11855,O114173,C105033,P1365,2025-09-05,Damaged Product,2736.02
R11856,O149724,C105582,P1126,2026-03-12,Late Delivery,2360.89
R11857,O121036,C102531,P1484,2026-07-22,Wrong Product,208.61
R11858,O155046,C102078,P1356,2026-04-11,Late Delivery,14484.7
R11859,O154158,C103063,P1277,2026-01-10,Changed Mind,7238.53
R11860,O103132,C103567,P1411,2026-01-15,Late Delivery,9262.84
R11861,O129473,C106097,P1321,2026-08-07,Changed Mind,9041.28
R11862,O156066,C103228,P1130,2026-06-11,Quality Issue,13936.59
R11863,O127698,C102757,P1440,2025-01-28,Wrong Product,5002.24
R11864,O144513,C104420,P1122,2025-06-14,Late Delivery,24990.55
R11865,O132351,C108989,P1354,2026-01-30,Late Delivery,7240.7
R11866,O126494,C109769,P1254,2026-09-02,Late Delivery,3934.01
R11867,O149910,C101023,P1053,2026-08-20,Damaged Product,7120.46
R11868,O117578,C100552,P1179,2026-01-21,Damaged Product,7880.62
R11869,O142473,C108291,P1227,2025-08-20,Late Delivery,11830.27
R11870,O107057,C103411,P1151,2025-07-17,Wrong Product,1893.46
R11871,O127881,C105164,P1473,2025-09-07,Wrong Product,10089.15
R11872,O149545,C105145,P1249,2026-01-11,Quality Issue,6945.38
R11873,O151584,C103234,P1254,2025-05-01,Wrong Product,4165.42
R11874,O129883,C102264,P1166,2025-06-11,Changed Mind,2188.91
R11875,O115225,C108322,P1442,2025-07-11,Late Delivery,7221.54
R11876,O155998,C104413,P1029,2025-12-01,Late Delivery,8456.44
R11877,O138672,C101259,P1055,2026-02-12,Late Delivery,8553.13
R11878,O103851,C105627,P1499,2026-01-07,Late Delivery,4297.46
R11879,O113805,C100407,P1465,2025-01-18,Damaged Product,6494.86
R11880,O106337,C103513,P1454,2026-07-18,Late Delivery,6245.12
R11881,O107699,C108692,P1237,2025-06-03,Quality Issue,11608.52
R11882,O142564,C108677,P1436,2026-01-27,Wrong Product,1815.02
R11883,O151675,C102819,P1241,2026-06-02,Late Delivery,2038.41
R11884,O119248,C105300,P1213,2026-03-02,Damaged Product,13717.7
R11885,O151790,C107100,P1007,2026-04-02,Damaged Product,16617.53
R11886,O134847,C102093,P1377,2026-02-20,Late Delivery,6306.8
R11887,O135779,C107754,P1024,2026-04-10,Wrong Product,4827.03
R11888,O122698,C104417,P1027,2026-05-28,Quality Issue,9223.98
R11889,O148380,C106039,P1181,2025-03-11,Changed Mind,16793.76
R11890,O156124,C102316,P1421,2025-09-08,Changed Mind,14951.72
R11891,O150204,C100199,P1297,2026-01-30,Damaged Product,3640.55
R11892,O123708,C108494,P1098,2025-03-09,Wrong Product,12372.0
R11893,O133413,C105522,P1374,2026-07-23,Damaged Product,6447.83
R11894,O132921,C101688,P1005,2026-01-13,Late Delivery,1086.21
R11895,O153964,C103149,P1444,2026-06-20,Wrong Product,1760.44
R11896,O149814,C109084,P1109,2025-04-23,Changed Mind,1777.39
R11897,O129857,C104967,P1209,2025-08-28,Changed Mind,11789.57
R11898,O100035,C102092,P1269,2026-08-01,Damaged Product,7383.34
R11899,O138544,C102937,P1393,2025-04-15,Late Delivery,4006.95
R11900,O119758,C103747,P1317,2025-12-06,Late Delivery,20169.58
R11901,O137794,C105120,P1408,2026-05-13,Changed Mind,12205.33
R11902,O145938,C103626,P1241,2026-08-15,Damaged Product,2264.9
R11903,O159081,C105282,P1067,2025-07-09,Damaged Product,10061.5
R11904,O101820,C101755,P1079,2026-04-29,Wrong Product,8288.22
R11905,O118527,C106119,P1401,2026-06-21,Damaged Product,4536.67
R11906,O127280,C105736,P1220,2026-03-03,Changed Mind,10058.14
R11907,O124799,C105380,P1048,2025-10-03,Damaged Product,11776.52
R11908,O149251,C109970,P1263,2026-04-27,Changed Mind,3342.52
R11909,O104688,C109022,P1080,2025-09-18,Wrong Product,3367.29
R11910,O130443,C102223,P1194,2025-12-07,Quality Issue,809.2
R11911,O153271,C103079,P1010,2025-06-18,Late Delivery,1936.08
R11912,O130969,C109178,P1279,2025-04-13,Quality Issue,14303.12
R11913,O137018,C107893,P1201,2025-06-19,Damaged Product,6334.46
R11914,O125787,C103516,P1213,2026-05-09,Damaged Product,3609.92
R11915,O156315,C103893,P1214,2025-06-08,Quality Issue,26745.6
R11916,O144453,C101930,P1004,2026-03-29,Damaged Product,15965.79
R11917,O121782,C100469,P1157,2026-05-29,Quality Issue,723.21
R11918,O154215,C105115,P1164,2025-02-11,Changed Mind,11722.13
R11919,O105441,C102276,P1256,2025-02-25,Changed Mind,12325.04
R11920,O127619,C103128,P1078,2026-04-26,Damaged Product,4968.35
R11921,O142047,C101569,P1471,2025-02-10,Wrong Product,3322.19
R11922,O158496,C101860,P1340,2025-08-15,Damaged Product,10031.37
R11923,O125229,C101419,P1333,2026-07-24,Wrong Product,10457.03
R11924,O100717,C101909,P1308,2025-10-12,Late Delivery,7923.78
R11925,O100941,C102735,P1237,2025-10-07,Quality Issue,5804.26
R11926,O102735,C107380,P1241,2026-08-21,Wrong Product,2264.9
R11927,O124620,C100921,P1485,2025-01-20,Late Delivery,2743.03
R11928,O138409,C100081,P1473,2025-06-18,Quality Issue,10620.16
R11929,O113363,C106817,P1165,2025-05-26,Late Delivery,1350.89
R11930,O102298,C105440,P1374,2025-11-11,Damaged Product,25791.32
R11931,O147038,C109890,P1081,2025-07-06,Changed Mind,4001.58
R11932,O151808,C102497,P1011,2025-05-19,Changed Mind,5903.66
R11933,O100744,C108917,P1231,2025-11-14,Wrong Product,1232.24
R11934,O140524,C101089,P1392,2025-02-08,Quality Issue,13891.14
R11935,O122932,C108022,P1291,2025-12-12,Changed Mind,6437.24
R11936,O111982,C105825,P1167,2026-07-11,Late Delivery,6822.93
R11937,O151667,C107054,P1420,2025-05-10,Wrong Product,2355.14
R11938,O146134,C105444,P1170,2025-06-03,Changed Mind,9705.98
R11939,O130929,C105432,P1054,2026-07-16,Damaged Product,4890.37
R11940,O152576,C104030,P1244,2025-03-26,Changed Mind,4652.64
R11941,O128428,C103185,P1192,2025-09-19,Damaged Product,1304.07
R11942,O146278,C107160,P1361,2025-01-31,Changed Mind,9759.4
R11943,O106946,C103010,P1127,2025-11-29,Wrong Product,13477.98
R11944,O126745,C108023,P1062,2025-12-27,Quality Issue,8882.37
R11945,O112938,C109159,P1023,2025-10-21,Wrong Product,11103.72
R11946,O143723,C103224,P1227,2026-04-10,Wrong Product,4189.89
R11947,O113585,C107783,P1350,2025-10-19,Late Delivery,21155.25
R11948,O117747,C106829,P1432,2025-10-18,Changed Mind,19399.1
R11949,O119558,C104194,P1029,2025-04-29,Quality Issue,4228.22
R11950,O106070,C102412,P1351,2026-01-18,Quality Issue,2596.35
R11951,O127577,C109279,P1392,2025-06-12,Changed Mind,12256.89
R11952,O148150,C103029,P1351,2025-07-12,Quality Issue,5466.0
R11953,O100292,C102416,P1201,2025-09-16,Damaged Product,3761.09
R11954,O135574,C108639,P1047,2026-02-24,Late Delivery,1888.12
R11955,O110068,C108323,P1282,2025-12-18,Changed Mind,1839.14
R11956,O108706,C103893,P1357,2025-06-07,Damaged Product,3078.84
R11957,O159773,C105145,P1286,2026-05-28,Quality Issue,11025.24
R11958,O112200,C105698,P1380,2025-05-06,Wrong Product,6859.78
R11959,O125609,C102349,P1293,2025-11-08,Late Delivery,18195.7
R11960,O101737,C106375,P1086,2025-10-22,Wrong Product,10951.49
R11961,O115984,C109403,P1385,2025-02-05,Late Delivery,5680.12
R11962,O152601,C109509,P1120,2025-05-24,Changed Mind,12750.72
R11963,O116086,C105363,P1402,2025-01-31,Damaged Product,21074.13
R11964,O141351,C108690,P1238,2025-02-05,Wrong Product,626.84
R11965,O104272,C108064,P1229,2025-05-06,Damaged Product,4522.03
R11966,O150101,C103299,P1414,2025-12-02,Changed Mind,9400.05
R11967,O141152,C108189,P1235,2025-06-20,Quality Issue,22929.44
R11968,O111787,C102808,P1117,2025-03-22,Wrong Product,8030.68
R11969,O154436,C104480,P1007,2025-07-16,Wrong Product,8797.52
R11970,O106134,C108309,P1189,2026-01-18,Late Delivery,4080.35
R11971,O131059,C109289,P1413,2025-06-08,Late Delivery,1604.61
R11972,O135955,C101175,P1201,2026-04-07,Changed Mind,7918.08
R11973,O156836,C101875,P1310,2026-02-25,Damaged Product,8476.85
R11974,O104716,C107859,P1251,2025-06-25,Late Delivery,12264.12
R11975,O141680,C102351,P1353,2025-10-13,Changed Mind,1443.79
R11976,O111604,C103362,P1316,2025-11-21,Damaged Product,17960.72
R11977,O110503,C107401,P1194,2026-04-09,Changed Mind,1456.56
R11978,O159071,C108337,P1253,2025-10-27,Wrong Product,1245.71
R11979,O155118,C102854,P1243,2025-03-26,Wrong Product,11185.62
R11980,O146544,C109455,P1151,2026-04-20,Damaged Product,1893.46
R11981,O149833,C103046,P1057,2026-07-20,Late Delivery,456.94
R11982,O143554,C109574,P1017,2025-05-10,Wrong Product,7364.33
R11983,O140153,C104854,P1044,2026-05-19,Wrong Product,11166.28
R11984,O111341,C105750,P1099,2025-11-29,Wrong Product,4675.91
R11985,O147302,C108723,P1493,2025-06-12,Quality Issue,1169.43
R11986,O139191,C103355,P1333,2026-06-17,Quality Issue,16511.1
R11987,O147741,C109419,P1007,2026-01-02,Changed Mind,4887.51
R11988,O106937,C108419,P1297,2025-01-26,Wrong Product,7685.61
R11989,O157067,C104656,P1497,2025-09-15,Quality Issue,20432.05
R11990,O148858,C109758,P1218,2026-04-20,Wrong Product,3212.01
R11991,O158822,C104610,P1341,2025-08-01,Quality Issue,2264.07
R11992,O133175,C105781,P1222,2025-10-27,Quality Issue,1104.42
R11993,O154496,C108181,P1422,2025-04-12,Changed Mind,6521.14
R11994,O110648,C100074,P1095,2025-11-19,Wrong Product,3964.6
R11995,O158631,C106269,P1452,2025-05-22,Damaged Product,13601.19
R11996,O125946,C107476,P1276,2025-08-01,Late Delivery,3619.71
R11997,O102907,C109141,P1494,2025-01-12,Changed Mind,10748.09
R11998,O128774,C109218,P1374,2026-04-25,Wrong Product,23212.19
R11999,O143853,C104890,P1310,2026-07-13,Wrong Product,18837.44
R12000,O149762,C107752,P1068,2025-06-17,Quality Issue,15702.9
R12001,O155397,C103976,P1167,2026-04-25,Wrong Product,24418.9
R12002,O113142,C105812,P1496,2026-03-23,Late Delivery,6476.22
R12003,O120071,C107613,P1064,2025-02-27,Damaged Product,9147.1
R12004,O158891,C100316,P1131,2026-07-26,Damaged Product,17149.6
R12005,O103266,C102200,P1454,2025-04-13,Wrong Product,9367.68
R12006,O132938,C104854,P1002,2025-03-09,Damaged Product,24615.36
R12007,O159653,C109069,P1139,2025-02-06,Changed Mind,5163.89
R12008,O158557,C106832,P1459,2025-12-23,Wrong Product,412.9
R12009,O150830,C102208,P1307,2025-08-26,Late Delivery,4782.06
R12010,O146072,C107293,P1424,2025-07-07,Damaged Product,18756.55
R12011,O118341,C102083,P1093,2025-10-06,Damaged Product,8219.46
R12012,O105815,C101929,P1334,2026-05-07,Wrong Product,15689.64
R12013,O130317,C107670,P1103,2026-02-14,Quality Issue,7848.48
R12014,O121528,C103168,P1061,2025-11-14,Damaged Product,4406.9
R12015,O102858,C101351,P1477,2025-06-13,Wrong Product,5648.45
R12016,O129152,C105036,P1418,2025-03-21,Wrong Product,9119.84
R12017,O107186,C105341,P1030,2025-04-14,Late Delivery,8411.97
R12018,O137542,C107285,P1204,2025-10-25,Late Delivery,6128.38
R12019,O150947,C107617,P1100,2026-01-23,Late Delivery,3766.71
R12020,O101664,C106097,P1289,2025-10-29,Quality Issue,5881.72
R12021,O130566,C100444,P1429,2025-07-05,Damaged Product,14571.52
R12022,O124474,C107072,P1393,2026-03-09,Late Delivery,4541.21
R12023,O146465,C100432,P1395,2025-07-11,Wrong Product,4025.95
R12024,O142006,C101860,P1015,2025-09-04,Changed Mind,14903.48
R12025,O158703,C109608,P1233,2025-03-06,Damaged Product,6683.4
R12026,O120150,C104588,P1114,2025-02-28,Quality Issue,3414.23
R12027,O103190,C105444,P1407,2025-04-10,Quality Issue,6684.02
R12028,O106913,C105643,P1389,2026-03-24,Changed Mind,2764.58
R12029,O117377,C103067,P1099,2025-07-14,Changed Mind,11222.18
R12030,O156502,C100131,P1101,2025-05-02,Late Delivery,5363.5
R12031,O130362,C104925,P1179,2026-01-30,Late Delivery,6258.14
R12032,O127575,C108194,P1499,2025-09-17,Wrong Product,1922.55
R12033,O115021,C102597,P1290,2025-06-19,Changed Mind,650.63
R12034,O153686,C108256,P1430,2025-05-25,Damaged Product,1727.93
R12035,O137656,C109572,P1364,2025-05-15,Damaged Product,29950.72
R12036,O114159,C102864,P1149,2025-10-03,Late Delivery,14152.82
R12037,O148787,C100637,P1478,2025-11-15,Late Delivery,26131.12
R12038,O121843,C108459,P1191,2026-07-29,Quality Issue,9027.96
R12039,O127154,C106539,P1438,2025-07-01,Damaged Product,8011.16
R12040,O139606,C107827,P1056,2026-04-02,Wrong Product,6345.81
R12041,O103111,C100705,P1381,2025-05-10,Changed Mind,2262.43
R12042,O146211,C101844,P1308,2026-06-30,Damaged Product,7923.78
R12043,O154069,C107329,P1137,2025-12-04,Damaged Product,6030.33
R12044,O156296,C106538,P1200,2025-01-28,Quality Issue,17422.84
R12045,O135181,C109995,P1444,2026-08-12,Wrong Product,3168.79
R12046,O114156,C109700,P1331,2025-02-22,Damaged Product,3446.75
R12047,O137888,C107285,P1138,2026-01-19,Quality Issue,4736.79
R12048,O150543,C101156,P1137,2026-07-20,Wrong Product,6030.33
R12049,O105134,C108766,P1431,2026-01-27,Changed Mind,30596.99
R12050,O159711,C105801,P1066,2025-03-11,Damaged Product,1730.86
R12051,O102721,C102230,P1498,2026-02-14,Damaged Product,4695.78
R12052,O127229,C109322,P1241,2025-05-18,Changed Mind,4076.82
R12053,O129594,C108178,P1087,2025-02-26,Wrong Product,14111.69
R12054,O144367,C100854,P1120,2025-12-31,Quality Issue,12113.18
R12055,O158459,C104265,P1195,2026-02-07,Wrong Product,7164.07
R12056,O130220,C104410,P1466,2025-06-19,Damaged Product,8311.14
R12057,O125006,C100660,P1455,2025-05-14,Quality Issue,21660.72
R12058,O133303,C101824,P1466,2025-10-02,Changed Mind,5540.76
R12059,O126124,C100050,P1055,2025-09-10,Wrong Product,18056.61
R12060,O140926,C103196,P1219,2026-06-28,Quality Issue,2603.22
R12061,O100263,C109330,P1268,2026-03-24,Quality Issue,7035.13
R12062,O118284,C101428,P1444,2026-08-04,Changed Mind,1760.44
R12063,O157953,C102677,P1203,2026-06-15,Wrong Product,4095.04
R12064,O141776,C109410,P1217,2026-05-23,Quality Issue,13899.91
R12065,O149985,C101243,P1220,2026-03-12,Changed Mind,2671.69
R12066,O143271,C109066,P1104,2026-04-19,Changed Mind,4085.47
R12067,O116019,C108823,P1381,2025-07-16,Wrong Product,5323.36
R12068,O109601,C104468,P1276,2025-08-17,Wrong Product,10859.13
R12069,O138986,C101732,P1125,2025-06-29,Changed Mind,5188.78
R12070,O124972,C101909,P1165,2025-06-25,Late Delivery,529.76
R12071,O135057,C101224,P1016,2026-06-14,Late Delivery,7486.23
R12072,O111184,C109986,P1024,2025-08-04,Damaged Product,5081.08
R12073,O142583,C106859,P1358,2025-07-01,Wrong Product,3606.39
R12074,O111579,C104288,P1287,2025-03-07,Late Delivery,2259.37
R12075,O142536,C106804,P1154,2026-08-13,Changed Mind,11850.78
R12076,O100297,C100047,P1428,2025-01-27,Late Delivery,1266.76
R12077,O146119,C101020,P1327,2025-12-11,Quality Issue,19175.67
R12078,O119861,C107221,P1205,2025-10-14,Changed Mind,5660.47
R12079,O158285,C103039,P1274,2026-08-08,Late Delivery,1758.82
R12080,O107751,C107423,P1408,2025-05-31,Late Delivery,20342.22
R12081,O141488,C102797,P1238,2025-07-01,Changed Mind,595.5
R12082,O136802,C107913,P1483,2026-06-11,Late Delivery,2846.88
R12083,O101443,C100650,P1409,2025-01-18,Changed Mind,14154.72
R12084,O142307,C100165,P1272,2025-09-30,Changed Mind,3157.06
R12085,O156609,C102649,P1135,2026-08-13,Wrong Product,3553.48
R12086,O126221,C104308,P1407,2025-09-06,Damaged Product,12699.64
R12087,O148967,C106234,P1004,2026-08-27,Damaged Product,5602.03
R12088,O144005,C103459,P1210,2025-04-10,Wrong Product,8347.73
